event_id,n_before,n_after,x0,x1,x2,x3,r_bl,theta_bl,Ne,Thetae,B,bias,dtau_scatt,dtau_abs,scatter_weight_factor,nu_before_local_hz,nu_after_local_hz,nu_before_obs_hz,nu_after_obs_hz,E_before_obs,E_after_obs,w_parent_pre_abs,w_parent_at_event,w_scatter
24550,0,1,12.677095646234948,0.54466703832647156,0.49817485523604504,0.71195939201623992,1.7240342494706891,1.5650624654127179,12083557.709790688,13.118743695267659,1760.7055848375398,100000,4.09289219309326e-08,2.9313835167794007e-07,1.020653300868502e-05,106974411009887.88,20594825129102524,4974830925973.6982,19097232984555828,4.0262797813764867e-08,0.00015455963064896282,8.5766859289452017e+42,8.5766830637555955e+42,8.7538228038903548e+37
24551,0,1,8.228912104078919,0.3659157892704199,0.54516750178146189,5.8204631057404326,1.4418338196641414,1.7126942185725411,6237451.5094324732,15.686387108007718,1086.7503399553825,100000,8.7068130397443679e-08,0.059093183439156205,1.0053608548437758e-05,1098323640216.2021,111838898946845.56,118823725681.90439,152053117659700.5,9.6167602754708567e-10,1.2306114568279277e-06,3.627130467157919e+30,3.4190015371258703e+30,3.6465749870917896e+25
24552,0,1,8.7598834720350514,0.35235192974527052,0.53818657273934967,6.0429558534056973,1.4224090236883753,1.6907629831786097,8598250.7966188304,15.900604582795541,1518.5301539857185,100000,1.4912286124414717e-08,0.010029596347417808,1.0081535244214917e-05,1289381823657.4829,3668457630247634.5,118823686212.42093,1988338327917163,9.6167570810872561e-10,1.6092218061987515e-05,3.5617249946271995e+29,3.5261808225888747e+29,3.5907656063535301e+24
24553,0,1,0.52593206766796929,1.2812174841373063,0.5180866456135883,3.0474910440065908,3.60102124405618,1.6276171997826276,2359878.141424939,6.2807636800257267,164.62724277792714,100000,3.3222825160400121e-08,0.001459292507142143,1.002305093615821e-05,1052640525710.9628,513195588398595.25,386919310126.73242,400008962355738.44,3.1314539500304564e-09,3.2373924289438503e-06,8.24460888943733e+45,8.2325860942722992e+45,8.2636134847533136e+40
24554,0,1,2.4130458006578617,0.61805252525535392,0.51267407053936775,2.5498804528035746,1.8553113492845166,1.6106130936924532,9653938.6268779058,12.190494845725601,1307.1503476467569,100000,3.8363344808615716e-08,9.0457624763585949e-08,1.0164075228150904e-05,106190836396613.44,45315461950522592,8371611205111.3145,50314452767804272,6.7753958746019761e-08,0.00040720994724133779,3.611206280195065e+41,3.611205814996001e+41,3.6704572296273636e+36
24555,0,1,12.467869202020637,0.34788104836386041,0.54520904359992239,7.4001580118728789,1.4160637966158494,1.7128247260442333,6454243.3193772696,15.971853453721694,1144.9863906913915,100000,9.5285604868167495e-08,0.01120548744622764,1.0093214120138723e-05,2667074499907.6626,130258198243585.75,109430250654.31627,130326226318996.14,8.8565181859763167e-10,1.0547692129025824e-06,1.1462675605220768e+40,1.1334946620771819e+40,1.1569523927318394e+35
24556,0,1,2.09762334979653,1.2384139774364025,0.55001157698871861,3.5870396433538194,3.4501371277814621,1.7279123296570953,861675.57723047305,6.5554389877867267,62.740104466506949,100000,1.0783379487667258e-08,0.014893280274177927,1.0005638694786358e-05,151991311553.34329,65233266044284.68,105207376790.72083,50447794863335.68,8.5147483467737959e-10,4.0828912478773732e-07,1.7500612826244984e+45,1.7241902412515028e+45,1.7510480887675125e+40
24557,0,1,2.4257887816710877,0.61165976067663064,0.51272545752988508,2.5451409177116986,1.8434886108637332,1.6107745306843524,9771852.3834771961,12.268675438180361,1331.6014191965021,100000,3.9673081452868716e-08,8.9899180687371572e-08,1.0168864331807798e-05,109296599385927.56,53297646446509440,8371615363852.9814,21432790642476560,6.7753992403962595e-08,0.00017346199882237921,3.6112018567974322e+41,3.611201388885869e+41,3.6721821756545502e+36
24558,0,1,0.19260183524081845,1.3631169473151787,0.5188730617665861,3.155816826970844,3.9083564771876365,1.6300877989915499,1974673.4225022397,5.7868732222051307,126.92258918225124,100000,1.155877962867614e-08,3.8514583334432828e-08,1.0019349309713555e-05,7351748657997.7051,419262025317758.88,3902210967890.3706,442385839208606.31,3.1581762991487906e-08,3.580361195138027e-06,7.4286525381310224e+42,7.4286521661534166e+42,7.4430264680024909e+37
24559,1,2,21.799218009541985,0.47613995994932301,0.54782307687644705,10.243009462607212,1.6098483144801965,1.7210369537820025,4413764.929221536,14.049251247607115,688.75069923464525,100000,8.2141600827779399e-10,1.3740722846968191e-10,1.0000896425262871e-05,128118419947593.27,1.8477661715808077e+17,130335831028986.8,2.4209735781169267e+17,1.0548469466994022e-06,0.0019593664817686316,1.15695177352278e+35,1.1569517724134677e+35,1.157055485602551e+30
24560,2,3,38.975962397682352,1.4748185926114588,0.51524401414773713,13.610506461470635,4.3702429066630444,1.6186868096526463,1679231.0225164203,5.1752646074171524,96.525638430237407,100000,1.1210112511270798e-08,1.3801549794828433e-223,1.0006342132459254e-05,1.9799068772712646e+17,1.2598963562901584e+19,2.4210290039363027e+17,7.8059036044227973e+18,0.0019594113395455573,0.063175517571403605,1.1570520065612408e+30,1.1570519935905577e+30,1.1577858242700264e+25
24561,0,1,10.484010572584047,0.35498413607270202,0.55584957780828492,0.68416303335858553,1.4261580296347252,1.746252950143496,3674633.3607004159,15.858805946254032,647.26805343733679,100000,1.2791020793907244e-07,9.6332487767261009e-17,1.0154637950013062e-05,2122591722297355.5,1.7203554412124992e+18,31299886334760.473,-45395207780301424,2.533193617718025e-07,-0.00036739702308865663,2.1723948717076601e+36,2.1723945938361977e+36,2.2059883406656363e+31
24562,0,1,0.51033168761952064,1.4437563607015371,0.47541842627259912,3.1773266441991606,4.2365800877442892,1.493571035359218,1485771.3547986518,5.3385426386950048,88.09968808633063,100000,4.3881392431162541e-09,0.23792788033576109,1.0006233935992396e-05,54442576640.279137,38595516652215.758,64452495874.581749,42058161294727.805,5.2163336776774683e-10,3.4038930565201066e-07,2.0590515535209424e+44,1.6230670192918697e+44,2.0603351530799115e+39
24563,0,1,2.6834148945213667,0.46951176776826503,0.51380100965414777,2.443701173608666,1.5992132151464895,1.614153477336489,12803134.8700257,14.142681680251972,2011.1652709087596,100000,3.2845375988102299e-07,1.4261126012333861e-07,1.0378364422162793e-05,248649941660900,4.2244345207133888e+17,8371347892358.5938,5.2903004273534982e+17,6.7751827676988004e-08,0.0042815987045613591,3.6111084509415243e+41,3.6111067498750499e+41,3.7477399471822912e+36
24564,0,1,0.51567659631487894,1.2594020390585563,0.47970266362985076,3.1170620489917815,3.5233140531582765,1.5070303639669949,2363544.2092073089,6.419286813332814,168.51950873635226,100000,3.9630963351375449e-08,1.1512589788628752e-20,1.0032816222319976e-05,276354682520731.12,89855942674706368,110947459304690.86,74185813099185088,8.979310429653164e-07,0.00060040802148017157,5.1328199483078323e+30,5.1328197448892376e+30,5.14966392436304e+25
24565,0,1,47.106697215170378,3.6827130750887473,0.49085444185358756,3.6965131678178773,39.754103762859415,1.542064708509149,21842.437262606265,0.56892650820616342,0.13802474087400626,100000,1.2753436513417252e-09,1.7051454363549054e-53,1.0001588536479521e-05,59045741939.906136,747091008062.65601,64453094362.139145,718625524282.58911,5.216382115069364e-10,5.8160517650833685e-09,1.5249691198997923e+34,1.5249691179549327e+34,1.5252113668075027e+29
24566,0,1,1.7130747515322284,0.83045617261154081,0.45294090234457535,3.0223288053764925,2.2943651281116177,1.4229558113160499,2254542.0540952859,9.8577001382880223,246.85027640796167,100000,5.3817285566785267e-08,3.9586591076926018e-18,1.0032873049368954e-05,518374125198544.81,1.0821870307004131e+17,110946574321856.39,52633409494174808,8.979238805339768e-07,0.00042597795909984188,5.1327994679647103e+30,5.1327991917313832e+30,5.1496725449958446e+25
24567,0,1,3.2418564510398613,0.90561482610274524,0.55686103134230125,3.8203467470724504,2.4734521986326401,1.7494305251354092,1152022.4370636512,9.1439662562196276,117.00252286899749,100000,6.2114684328456462e-09,2.6617536630773329e-10,1.00072869816588e-05,22042292153755.418,390698675296707.56,10043302628881.014,235179594885082.78,8.1283458502651289e-08,1.9033789529094198e-06,2.2526520936841651e+41,2.2526520790922874e+41,2.2542935971331985e+36
24568,0,1,0.19435409463818909,1.3617798136871697,0.48634796181995205,3.1148793064936351,3.9031339746817242,1.5279071839419305,2153678.1962879552,5.7946162205496412,138.61338301444712,100000,3.658078991377169e-08,2.1780835684683337,1.0021251864433897e-05,64469364962.423958,7337146753641.4697,26783236168.894051,5282948635271.4277,2.167647581822958e-10,4.2756486788705595e-08,6.2477840027095143e+38,7.0761383580842444e+37,6.261061708573299e+33
24569,0,1,13.561173558694094,0.38414691697647052,0.5628071903505969,0.51454694594484596,1.4683611530167409,1.7681109345929475,2261918.2119335397,15.402997685005666,386.97403107026673,100000,1.8406070459692104e-07,3.5493874244000073e-09,1.0101810903708353e-05,142341198579090.69,2.4180590110191072e+17,1297647609562.5781,2.6375101450447651e+17,1.0502251054312432e-08,0.0021346160157373847,7.3919868101240879e+44,7.3919854233128925e+44,7.4672452958579845e+39
24570,0,1,1.2395066494084814,1.4595799202256032,0.44936629822991775,3.1471854274050615,4.3041510617146992,1.4117258612899497,536247.72605809697,5.2547327257744589,31.297941090413282,100000,5.1891100185218971e-11,3.9676395305305682e-43,1.0004289061706318e-05,298562186331357.38,1.1264900753464574e+17,228855312373015.34,1.3817643340610179e+17,1.8521946389318221e-06,0.0011183032918386329,4.2275632632344265e+29,4.2275632630150541e+29,4.229376491204764e+24
24571,0,1,2.7199707534462658,0.44696659953513684,0.51395915017482274,2.4283590157146446,1.5635620747141226,1.6146502904344764,13364587.788842693,14.465152235675948,2147.228440209225,100000,7.0003997032587423e-07,1.9659478512057404e-07,1.0444354538066348e-05,297492476837920,37732542910956192,8371307749959.7441,49861000215392832,6.775150279252204e-08,0.00040354001981917037,3.6110949490592999e+41,3.6110917112275148e+41,3.771555591859597e+36
24572,0,1,0.49134679846755336,1.275040431295714,0.51694948576277222,3.1228031896382618,3.5788461045616358,1.6240447067493466,2436846.6797680371,6.319680360617081,171.04996602612172,100000,9.9294902898934443e-09,5.4965782156868138e-22,1.0031390219709717e-05,307386122927459.44,2.1398526527891162e+17,127062371207791.28,1.4966705242917242e+17,1.0283538551967035e-06,0.0012113003157305235,3.0933774944277574e+30,3.0933774637120955e+30,3.1030876743472757e+25
24573,0,1,0.81723493802997627,1.464580606492849,0.52228537588114066,3.1784821759183917,4.3257286772984438,1.6408078999455753,1503473.8159661044,5.2285210488037954,87.312093940821228,100000,1.153052562691638e-08,0.00013245835717054055,1.0007443235902446e-05,890425629450.18152,9400364687416.0156,909857754353.80652,6728367740365.1895,7.3637515220003937e-09,5.4454696848608795e-08,8.3671945855936773e+45,8.3660862576782496e+45,8.3734224859079014e+40
24574,0,1,13.31328776957775,0.84883022169444589,0.52761930380802113,6.9213603957996401,2.3369115839364345,1.6575649287354404,4512386.4488059981,9.6782281350034669,485.06709564126754,100000,5.3345062766503764e-09,2.1522180033586125e-07,1.0008864160861848e-05,11115024451788.543,12323747658456714,10043254774690.283,7789505086016500,8.1283071204342139e-08,6.3042799446735113e-05,2.2526140521738718e+41,2.2526135553456913e+41,2.2546108055056847e+36
24575,0,1,0.22585848945585291,1.4061740003407486,0.52424470193652128,3.149245197966255,4.0803142207519043,1.6469633042871461,1614910.6523672079,5.5429955187376017,99.424336345032458,100000,1.9528046214446729e-08,0.3752937420672442,1.0012683615440167e-05,90186004128.671814,129200099798780.64,66726173765.909492,74423940822616.453,5.4003492444260772e-10,6.0233526052106274e-07,8.9671470931957905e+45,6.161213864611601e+45,8.9785206777283402e+40
24576,0,1,0.010404825208005133,1.3989441472394675,0.51361649916674945,3.1416621660063151,4.05092053238908,1.6135738205447683,2000361.4798101354,5.583215780174875,124.04880065384891,100000,3.2792564129906844e-09,0.46865759546234093,1.0015415361811541e-05,34534656986.269638,303218118720.55627,31339746825.164513,138023980009.0824,2.5364196466821778e-10,1.1170694408009695e-09,8.3527394855208838e+46,5.2274938111228232e+46,8.3656155356495696e+41
24577,1,2,3.1290215569360109,1.3121561342864851,0.58392497445755842,2.6466992173543984,3.7141733414610858,1.8344544100034732,68225.850765858326,6.0894205416303864,4.6144994853690529,100000,9.1424665676792848e-10,2.7890977462200984e-09,1.0000643491576943e-05,333620947915.12762,358849138612238.56,138023651386.98621,445098130299109.75,1.1170667811638455e-09,3.6023125799014478e-06,6.5331538884357888e+41,6.5331538642412697e+41,6.5335742913855969e+36
24578,0,1,2.8538616109105157,0.35784546843844051,0.51454946135108803,2.369848067665282,1.4302445854726904,1.6165048076891633,15839768.335039688,15.813493489432947,2782.1229810100062,100000,1.9318561401121491e-06,1.4710204973107225e-08,1.1266845693111523e-05,852883015282556.62,6.875665485166999e+17,8371043562243.0371,8.7133339584165338e+17,6.7749364642144482e-08,0.0070519623414713635,3.6110149043536805e+41,3.6110078752804372e+41,4.0684747722878783e+36
24579,0,1,0.77116314297706234,1.3629684748436115,0.47400810006901933,3.1892385544258741,3.9077762369176217,1.4891403649188866,1685419.2054876427,5.7877324773613674,108.34679306350246,100000,3.0444843214808083e-08,2.6311793004664977e-12,1.0015509853682865e-05,28831818582435.023,2720596832795978.5,17487254735433.547,3056635625369184,1.4152959411233778e-07,2.4738268296123561e-05,6.4781011911194393e+39,6.4781009938776223e+39,6.4881486312811446e+34
24580,1,2,10.947847952400037,0.81125605192068795,0.55164243631314103,1.0562238418842627,2.2507332497878014,1.7330358253297391,1860388.2737277504,10.04879784967919,207.64303931649067,100000,9.4528037361568113e-09,0.00085435855457973418,1.0017782130812304e-05,1135421100445.0427,2902471350053987.5,138015359744.85376,1883159769324521.2,1.116999674418774e-09,1.5240976461625009e-05,6.3859641800742381e+41,6.3805105466191976e+41,6.397319785115515e+36
24581,0,1,2.2060686934144931,0.85381478958486312,0.4974467898393411,3.4415535995939024,2.3485891580325804,1.5627751805110996,6501136.2934805965,9.6301063825124569,695.37653189457308,100000,1.1359770394405719e-07,1.2747743336040288e-08,1.0070002526347262e-05,93835869323610.391,1.1626860959489077e+17,29933036910324.445,43106885420169816,2.4225703968752844e-07,0.00034887694433830934,8.4410246587753139e+36,8.4410235922903455e+36,8.5001139638826948e+31
24582,0,1,0.30363150468713218,1.4191896529883261,0.52546922733421031,3.1815630130147778,4.133769295044333,1.6508102642806599,1526475.6149039147,5.4713172957627645,92.764422728248803,100000,9.8749283062307175e-09,0.00044549019332185868,1.0005283877725917e-05,502149916823.6059,175447959242474.97,585945124896.11401,110778622908769.86,4.7422295239181283e-09,8.965645994069874e-07,1.016825138270978e+46,1.0163722434922977e+46,1.0173624162409043e+41
24583,1,2,10.983190182989091,0.80479070778243877,0.55020344455531756,1.0475771882864546,2.2362284246335884,1.7285150993947846,2031066.9131598512,10.113977262575483,228.16334665591404,100000,3.1309319333736499e-08,0.0030375153724859875,1.0019001549862654e-05,1162520899435.0635,3984064936838796.5,138015274139.21857,5105165578136717,1.1169989815867092e-09,4.1317635219548631e-05,6.3594423635078862e+41,6.3401545690766739e+41,6.3715262896247727e+36
24584,0,1,2.7009685029674806,0.84774605643809231,0.49294795677928788,3.6250721084218753,2.3343793585134072,1.5486416796199096,6441632.9230027869,9.6887266237105116,693.2060572895532,100000,7.6236215737905386e-08,0.00021190043710398758,1.0053421355671589e-05,8238324403340.6328,5735732912388235,2961539395557.8716,2982855982402407,2.3968626004612966e-08,2.4141147531268287e-05,3.9255655956291983e+41,3.9247335554830055e+41,3.9465364992188243e+36
24585,1,2,13.068176376377844,1.5965143349799817,0.46890907416613203,3.7183861346868232,4.9357978669272207,1.4731213026019119,913678.95654097549,4.5822710026716349,46.502260749895079,100000,7.2365447739179582e-09,1.0109607909851636e-100,1.0008512252759292e-05,3444380465048365,4.5653270089881539e+18,2981296314774915.5,3.486305882074964e+18,2.4128524673672361e-05,0.028215718470763873,3.94652072353024e+36,3.9465206949710664e+36,3.9498801017220875e+31
24586,0,1,2.9212410061019072,0.67331375816556427,0.48144230662568721,3.6288325873817842,1.9607239321097312,1.5124956136225836,7892094.9142352352,11.535108574073014,1011.1455161088289,100000,1.6172835665171694e-07,5.5156115487616004e-08,1.0087928271010326e-05,124751297548951.94,57441862006720824,29933063190850,27405270234593736,2.4225725238369892e-07,0.00022179906632124801,8.4409573747158358e+36,8.4409555440034497e+36,8.5151772534788985e+31
24587,0,1,0.90330342672623776,1.4236060302028479,0.49796937701123012,3.2248950011643007,4.1520659523004122,1.5644169365311666,2082515.8080422767,5.4472071736091499,125.99748427402372,100000,2.8723272404247559e-09,2.2057712938494418e-12,1.0013604854985954e-05,22183143022407.629,12524076973533196,17684950569288.578,11149632757969708,1.4312960575204406e-07,9.0237319842985413e-05,4.726532087731243e+37,4.7265320741446707e+37,4.7329624660952475e+32
24588,0,1,2.8551083504286536,0.35696131595692798,0.51455503731191088,2.3692849523247808,1.4289805900379664,1.6165223250867211,15866528.390543617,15.82748121167146,2789.2882274031685,100000,3.8675379332436649e-07,2.0372704157737379e-09,1.1385469598806915e-05,866469982378611.88,1.9456595279216602e+17,8371040282386.5996,92785665015938560,6.7749338097283258e-08,0.00075094219806500428,3.6110078752804372e+41,3.6110064713531173e+41,4.1113020385057767e+36
24589,1,2,11.999526433915811,0.54833778372641928,0.50039289365949591,0.77661426962907298,1.7303743696256397,1.5720306386292109,12013991.017187053,13.070676402564986,1744.1548487617038,100000,3.7668393333987428e-07,0.037464648440031299,1.0202972597327947e-05,3875695615658.5923,24574495805664288,138000535583.30893,25285476869698388,1.1168796980360748e-09,0.00020464294324334928,1.0817819527408277e+41,1.0420027813518981e+41,1.103739162009858e+36
24590,0,1,0.3073248456895194,1.4175132683937082,0.48446818651631579,3.1630451502578119,4.1268453131302421,1.5220016956576274,1874912.6663815726,5.4804970200140186,114.13022225671212,100000,4.3601873419334596e-09,1.8789200729852531e-06,1.0011614396649425e-05,2498696369802.2886,1262531357899833.8,2026747488592.4333,1097489889701027.6,1.6403074911893855e-08,8.882314633242512e-06,2.7908238032960089e+44,2.7908185473975794e+44,2.7940651767590222e+39
24591,0,1,41.016202631710065,3.0409274479526425,0.54379704222351399,7.1058553888615466,20.924640753834744,1.7083887928932502,31502.385651795517,1.0808865827970877,0.37820149718844598,100000,1.3094344631471564e-09,3.9173021031316735e-116,1.0001006327452857e-05,5337647912222.9775,7417208052735.6055,5941580044897.2188,6325733746595.4736,4.8086988201548673e-08,5.1196059253618413e-08,1.8729727241901772e+39,1.8729727217376421e+39,1.8731612065772576e+34
24592,0,1,3.0509659149860004,0.64307532584543181,0.47828900689921933,3.669168632102501,1.9023221532751344,1.5025892303673454,7872213.1751198806,11.889239370802814,1039.5624668472894,100000,1.2311182266939088e-07,4.0217676821169424e-08,1.00891778788039e-05,132698279658745.25,27217646691809256,29933065052941.371,15002614962849508,2.4225726745416254e-07,0.00012142065969985625,8.4409415887942157e+36,8.4409402101395638e+36,8.5162161153938452e+31
24593,1,2,17.760342446072457,0.7178401421245989,0.45024546649498831,6.2680653265785029,2.0500007153974029,1.4144878498527647,2472795.6149132359,11.032758803835179,303.02050646760028,100000,4.2840444300917262e-09,1.461428612720041e-97,1.00023621737126e-05,1.4819016052737965e+17,1.7784978591941702e+20,92805879004591200,5.5586162745392513e+19,0.00075110579593400562,0.44987547620479679,4.1112928488897349e+36,4.1112928312767736e+36,4.1122640076789799e+31
24594,1,2,12.177998876023752,0.48158548041844729,0.48966772054192198,0.72196755598280193,1.618638688788252,1.5383365135545619,13025821.681732833,13.972953690857848,2021.5897284306211,100000,1.3388369216610166e-07,0.0053545954164259894,1.0301140458263034e-05,6129907658083.1758,44182966555540648,137994572287.21808,14325535597442582,1.1168314352934043e-09,0.00011594085345138247,6.6104048476845712e+40,6.5751025207156213e+40,6.8094708821981623e+35
24595,0,1,0.31693755592136658,1.4258098515038999,0.48370560325394796,3.1262401572500038,4.16122645403631,1.5196059696828221,1822031.4568861006,5.4352157207716711,109.9948445717706,100000,1.7187227613626014e-08,0.19194357639826928,1.0014200813681369e-05,70567394058.37912,239887315052.65079,48945998870.653397,172912376747.35812,3.961346396784661e-10,1.3994316928698021e-09,2.0000020385676686e+46,1.6507085273507143e+46,2.0028422041988743e+41
24596,0,1,3.5162377541264984,0.54395403126187136,0.46695718176031009,3.829442824877193,1.7228054389985359,1.4669892517591838,7044348.652971372,13.128100787641138,1027.1702184188803,100000,4.4754343000804561e-08,6.5479773433812626e-09,1.0087293478531636e-05,170754767048685.16,4.8835207916715488e+17,29933061190913.812,6.5232443418062093e+17,2.4225723619761589e-07,0.0052794571701453965,8.4408879701727167e+36,8.4408875371355885e+36,8.5145714174539385e+31
24597,0,1,0.13144640594241805,1.4142978317595767,0.48274223509744729,3.1525652862675377,4.1135970144739762,1.5165794593596571,1834856.0598716915,5.4981475728149967,112.05160119312556,100000,1.2882590429642072e-08,6.4773703688721793e-05,1.0007932092740216e-05,1366898905290.4998,37780931322486.32,1323465517133.2463,20172911807634.449,1.071120311880673e-08,1.6326542178249493e-07,2.3294076604901151e+45,2.3292567510082475e+45,2.3312553682493928e+40
24598,0,1,1.7581224321232749,1.5401685978613207,0.43719905124498781,3.1811452160518701,4.6653767772315238,1.3735013275476813,224153.88159945174,4.847874999302916,12.069724329423913,100000,1.4504608171113899e-09,0.0028488723209187761,1.0001448068357599e-05,46948002819.121925,3123926090136.7056,44867463979.405952,1548265348771.6816,3.631258343248368e-10,1.2530575536584965e-08,2.2143186592403425e+42,2.208019322159144e+42,2.2146393077187512e+37
24599,1,2,4.6692255549320851,0.55823126483841679,0.52631245434066332,2.8421799658474827,1.747578761097605,1.6534593400494413,8357338.0215717452,12.941999493324072,1201.3485278561725,100000,7.0896565052809341e-08,6.990473018084225e-05,1.0173054410472092e-05,19000195276760.957,9650974856376852,1548220097885.1287,4811977386277589,1.2530209307596828e-08,3.8944775304134137e-05,2.1121236388756217e+37,2.1119758468712059e+37,2.1486748699926006e+32
24600,0,1,2.0663814351425471,1.5916128250744825,0.48319447584704506,3.2538920117969403,4.9116641988147816,1.5180002155762475,1296887.4347640832,4.6047861834949524,66.330218158399376,100000,1.3437235600510273e-08,1.6556022365410583e-33,1.0007297376590603e-05,295201140116223.94,13755087354438488,341805883149722.12,6776956261904782,2.7663374634423428e-06,5.4847938317098606e-05,1.5966618363423514e+28,1.5966618148876302e+28,1.5978269806131146e+23
24601,0,1,12.511895225436296,0.36904415923663381,0.45823333545482187,7.4441918088782506,1.4463514720414496,1.4395824802948156,7198721.5223018834,15.637390964691427,1250.3147137667797,100000,5.2854562293344541e-08,5.2761172657282858e-05,1.003530456752324e-05,20296913773378.547,3.6128526520297242e+17,2961524710776.8892,1.7480083523974384e+17,2.3968507156278935e-08,0.0014147155534853728,3.8685494673321193e+41,3.8683451590504702e+41,3.8822072139207613e+36
24602,1,2,12.264488341501632,0.44546975655607451,0.48421265817854975,0.69426368970201802,1.5612234185374521,1.5211989297089175,13048680.846897371,14.48682051019756,2099.6135280714188,100000,3.365981368301672e-07,0.0071565924749753262,1.037112490819154e-05,8282695083852.5293,74402356453367376,137991440922.66803,94839278479772368,1.1168060922215219e-09,0.00076756270736719385,5.7126394310714501e+40,5.6719004327966116e+40,5.9246497095102262e+35
24603,0,1,3.5628906387642667,0.53489358897342232,0.46584973469938895,3.8467810245778451,1.7072665606005621,1.4635101042083545,6910724.9025920471,13.247587671788706,1016.8574657568419,100000,1.5060080055450567e-07,1.9830219291680265e-08,1.0086831416524142e-05,175657420133187.22,2.6329150595612401e+18,29933060393064.031,3.0898173085548124e+18,2.4225722974037848e-07,0.025006817603849409,8.4408841887392525e+36,8.4408827501508742e+36,8.5141775818216991e+31
24604,0,1,7.2644416611508715,0.38977154245148121,0.44984985800896482,1.3990895929505291,1.4766434050122474,1.4132450091393753,4670791.6342083169,15.316604783455841,794.60752589224319,100000,3.1712473767152275e-07,0.0016996497326291075,1.0216678353072497e-05,8324167374347.2393,145325620413338.44,77707661995.340057,65223314851464.781,6.2891140021736247e-10,5.2787183678891872e-07,2.116633211038165e+45,2.1130380614136007e+45,2.1624960708607951e+40
24605,0,1,2.8109535000800689,1.6453087588004227,0.52591874818509621,3.314259164814334,5.1826098363357822,1.6522224756834385,960044.518727332,4.3640490322265775,46.535101753069902,100000,7.0699354285131091e-09,2.0312490399461658e-36,1.0005161949482924e-05,243795190709948.03,15820892522001576,280410400008317.41,15368108367568950,2.2694454160172399e-06,0.00012437870737533641,4.7297962627096103e+30,4.7297962292702564e+30,4.7322377596468737e+25
24606,0,1,1.207075740082084,1.3046232862009275,0.52290995734702039,2.9217703399523121,3.6863001519699132,1.6427700804903513,2041467.4276069575,6.1354644245620582,139.12000072686774,100000,2.5633619373539142e-08,1.9821739234904804e-07,1.0018229082257553e-05,5937967723436.8701,10901375790572592,2276354465227.918,12136767471459702,1.8423218989697389e-08,9.8226496957867413e-05,9.1671469417717632e+43,9.167144889696876e+43,9.1838578093386257e+38
24607,1,2,4.8492986473716115,1.5438977686965281,0.53747299236006996,3.4465075488511441,4.68280724463974,1.6885212043013187,815150.57870009122,4.8298301123878753,43.728982290629773,100000,4.5103738248835445e-09,2.2385121648690309e-134,1.0003453948332582e-05,10080701252733744,3.2258520827838996e+18,12136730054115438,1.8784673060279544e+18,9.822619412808499e-05,0.015202998949671432,9.1838506107614472e+38,9.1838505693388477e+38,9.1870226653118193e+33
24608,0,1,13.875683355356713,0.35599223645341288,0.47826801968435961,7.9818255371759488,1.4275964650091586,1.5025232970873228,13971963.080422971,15.842826733620422,2458.6107485460316,100000,4.4222600235105618e-08,9.5248310538505074e-05,1.0072628585964957e-05,23281077953043.305,12081203830917122,2961524203525.1304,621048917676877.5,2.3968503050938409e-08,5.0263350407205012e-06,3.8277132566516864e+41,3.8273485215378735e+41,3.8555133967826799e+36
24609,1,2,12.274165021263931,0.4412550221366629,0.4835913496131018,0.69110812617168316,1.5546571237735201,1.5192470312840938,13029439.314949565,14.548007464032912,2105.3723581482714,100000,6.401387540540174e-07,0.013005082723308321,1.0376368669147985e-05,8608327533077.3262,26930773441055848,137991450626.44293,35425235949168692,1.1168061707570809e-09,0.00028670705271197278,5.6719004327966116e+40,5.5986108924586792e+40,5.8853729945397657e+35
24610,0,1,3.8696653176574629,0.47945684773337677,0.45886866355234324,3.965910788298614,1.6151968660577547,1.4415784223786079,5927867.8954917295,14.002728655529964,921.95741985945858,100000,1.5051629145985167e-07,6.4103411697070449e-09,1.008241140316442e-05,215301206465758.34,1.2359494705695544e+18,29933046543914.383,1.001161937733342e+18,2.4225711765505931e-07,0.0081027036451304137,8.4408549813544569e+36,8.4408536567596113e+36,8.5104172516465385e+31
24611,1,2,31.631573595028939,0.75079004593489007,0.48005198115463038,11.782026495269172,2.1186732047306673,1.5081277773366126,6582146.476615686,10.675154332517401,780.44334045091387,100000,4.5562032956719505e-07,9.6001686262994712e-35,1.0385810032626015e-05,12799729944016296,4.408216681114105e+17,620358239453296.12,4.9348798377571232e+17,5.020745174836771e-06,0.003993946168209743,3.8554878538910938e+36,3.8554860972528476e+36,4.0042364433609867e+31
24612,0,1,1.4288409355444331,1.5323466568091511,0.50689280578027562,3.2186769546570297,4.6290268240218406,1.5924507147968316,1639969.0368626749,4.8859434823967227,88.998720198451196,100000,3.0392078581324784e-10,7.4782620603380275e-14,1.0008137480485632e-05,16137655412809.26,182919009531550.16,18271132309452.438,118050567707653.53,1.4787375027424591e-07,9.5541862831913704e-07,7.5830137671985504e+41,7.5830137648933482e+41,7.5891844298538364e+36
24613,0,1,0.070105021233348552,1.4105416381094817,0.49981731007128871,3.1495248956175796,4.0981745305402395,1.5702223894569722,2141965.5442710826,5.5188385150809118,131.29852310029256,100000,9.8080540995239707e-09,3.6838711384525407e-15,1.0008119921531325e-05,48249304974515.25,1639042236925304.5,51115399118896.172,1733738359434996,4.1369224613220399e-07,1.403166420459546e-05,5.8237840726355419e+38,5.8237840155155317e+38,5.8285129396040595e+33
